Artist,nov17,mar18,value_growth
Henri Le Sidaner ,"['Roses USD 21,250 18 1/8 x 15 1/8 in. (46.1 x 38.4 cm.)|', 'Barques blanches au clair de lune USD 81,250 22 7/8 x 27 1/8 in. (58 x 69 cm.)|', 'Les petites vieilles USD 35,000 12 ¾ x 17 ½ in. (32.5 x 44.6 cm.)|']","['La petite boutique, Gerberoy GBP 81,250 23 1/4 x 32 (59 x 81.2 cm.)|']",
Henri Le Sidaner ,"['Barques blanches au clair de lune USD 81,250 22 7/8 x 27 1/8 in. (58 x 69 cm.)|']","['Sur les dunes, Etaples GBP 22,500 18 1/4 x 24 in. (46.5 x 61 cm.)|', 'La petite boutique, Gerberoy GBP 81,250 23 1/4 x 32 (59 x 81.2 cm.)|']",
Henri Le Sidaner ,"['Les petites vieilles USD 35,000 12 ¾ x 17 ½ in. (32.5 x 44.6 cm.)|', 'Roses USD 21,250 18 1/8 x 15 1/8 in. (46.1 x 38.4 cm.)|', 'Barques blanches au clair de lune USD 81,250 22 7/8 x 27 1/8 in. (58 x 69 cm.)|']",,
Henri Lebasque ,Average Value: 65000.0,Average Value:25985.903333333335,-60.021687179487174
Henri Lebasque ,Similar Objects,Similar Objects,
Henri Lebasque ,"['Mère et enfant USD 65,000 18 1/8 x 22 3/8 in. (46 x 56.9 cm.)|']","['Nu assis otant sa chemise GBP 45,000 18 1/8 x 15 in. (46 x 38 cm.)|', 'Trois baigneuses sur la plage GBP 32,500 18 1/8 x 21 3/4 in. (46 x 55.3 cm.)|', 'Vase de fleurs GBP 30,000 24 1/8 x 18 1/8 in. (61.3 x 46 cm.)|']",
Henri Lebasque ,,"['Trois baigneuses sur la plage GBP 32,500 18 1/8 x 21 3/4 in. (46 x 55.3 cm.)|', 'Vase de fleurs GBP 30,000 24 1/8 x 18 1/8 in. (61.3 x 46 cm.)|', 'Nu assis otant sa chemise GBP 45,000 18 1/8 x 15 in. (46 x 38 cm.)|']",
Henri Lebasque ,,"['Vase de fleurs GBP 30,000 24 1/8 x 18 1/8 in. (61.3 x 46 cm.)|', 'Trois baigneuses sur la plage GBP 32,500 18 1/8 x 21 3/4 in. (46 x 55.3 cm.)|', 'Nu assis otant sa chemise GBP 45,000 18 1/8 x 15 in. (46 x 38 cm.)|']",
Henri Martin ,Average Value: 165312.5,Average Value:166007.6196666667,0.4204882671707794
Henri Martin ,Similar Objects,Similar Objects,
Henri Martin ,"['Le port de Marseille USD 275,000 27 ½ x 29 1/8 in. (70 x 74 cm.)|', ""L'église de Labastide USD 250,000 36 x 45 ¾ in. (91.5 x 116.5 cm.)|"", 'Le pont de Labastide-du-Vert en hiver USD 93,750 22 3/8 x 39 3/8 in. (57 x 100.2 cm.)|', 'La Paysanne USD 42,500 32 3/8 x 14 1/8 in. (82.3 x 35.9 cm.)|']","['Le bassin central du parc de Marquayrol GBP 440,750 37 7/8 x 51 1/2 in. (81 x 131 cm.)|']",
Henri Martin ,"[""L'église de Labastide USD 250,000 36 x 45 ¾ in. (91.5 x 116.5 cm.)|"", 'La Paysanne USD 42,500 32 3/8 x 14 1/8 in. (82.3 x 35.9 cm.)|']","[""Vue d'une fontaine dans une allée du parc de Versailles GBP 21,250 16 1/8 x 12 3/4 in. (41 x 32.3 cm.)|"", 'Le bassin central du parc de Marquayrol GBP 440,750 37 7/8 x 51 1/2 in. (81 x 131 cm.)|']",
Henri Martin ,"['La Paysanne USD 42,500 32 3/8 x 14 1/8 in. (82.3 x 35.9 cm.)|', ""L'église de Labastide USD 250,000 36 x 45 ¾ in. (91.5 x 116.5 cm.)|"", 'Le port de Marseille USD 275,000 27 ½ x 29 1/8 in. (70 x 74 cm.)|', 'Le pont de Labastide-du-Vert en hiver USD 93,750 22 3/8 x 39 3/8 in. (57 x 100.2 cm.)|']",,
Henri Martin ,"['Le pont de Labastide-du-Vert en hiver USD 93,750 22 3/8 x 39 3/8 in. (57 x 100.2 cm.)|', 'La Paysanne USD 42,500 32 3/8 x 14 1/8 in. (82.3 x 35.9 cm.)|', 'Le port de Marseille USD 275,000 27 ½ x 29 1/8 in. (70 x 74 cm.)|', ""L'église de Labastide USD 250,000 36 x 45 ¾ in. (91.5 x 116.5 cm.)|""]",,
Henri Matisse ,Average Value: 324500.0,Average Value:319626.61100000003,-1.501814791987663
Henri Matisse ,Similar Objects,Similar Objects,
Henri Matisse ,"['Paysage, St. Tropez USD 324,500 11 ¾ x 7 in. (30 x 17.8 cm.)|']","['Le vivier (Paysage de Provence) GBP 440,750 18 1/4 x 21 3/4 in. (46.4 x 55 cm.)|']",
Henry Moore ,Average Value: 49583.333333333336,Average Value:58921.525,18.83332773109243
Henry Moore ,Similar Objects,Similar Objects,
Henry Moore ,"['Maquette for Mother and Child: Block Seat USD 60,000 Height: 7 in. (17.8 cm.)|', 'Mother and Child: Gothic USD 31,250 Height: 7 5/8 in. (19.4 cm.)|', 'Seated Mother and Baby USD 81,250 Height: 7 7/8 in. (20 cm.)|']",,
Henry Moore ,"['Mother and Child: Gothic USD 31,250 Height: 7 5/8 in. (19.4 cm.)|', 'Seated Mother and Baby USD 81,250 Height: 7 7/8 in. (20 cm.)|', 'Maquette for Mother and Child: Block Seat USD 60,000 Height: 7 in. (17.8 cm.)|']",,
Henry Moore ,"['Seated Mother and Baby USD 81,250 Height: 7 7/8 in. (20 cm.)|', 'Mother and Child: Gothic USD 31,250 Height: 7 5/8 in. (19.4 cm.)|', 'Maquette for Mother and Child: Block Seat USD 60,000 Height: 7 in. (17.8 cm.)|']",,
Jean-Pierre Cassigneul ,Average Value: 72500.0,Average Value:54389.100000000006,-24.980551724137925
Jean-Pierre Cassigneul ,Similar Objects,Similar Objects,
Jean-Pierre Cassigneul ,"['Femme en vert USD 106,250 36 1/8 x 28 5/8 in. (91.7 x 72.7 cm.)|', 'Le vase de tulipes USD 21,250 31 7/8 x 25 ¾ in. (81 x 65.4 cm.)|', 'La statue oubliée USD 100,000 63 ¾ x 51 1/8 in. (161.9 x 129.9 cm.)|']","['La promenade GBP 75,000 76 3/4 x 51 1/8 in. (195 x 130 cm.)|']",
Jean-Pierre Cassigneul ,"['Le vase de tulipes USD 21,250 31 7/8 x 25 ¾ in. (81 x 65.4 cm.)|', 'La statue oubliée USD 100,000 63 ¾ x 51 1/8 in. (161.9 x 129.9 cm.)|', 'Dans le pré USD 62,500 31 7/8 x 23 5/8 in. (81 x 60 cm.)|', 'Femme en vert USD 106,250 36 1/8 x 28 5/8 in. (91.7 x 72.7 cm.)|']",,
Jean-Pierre Cassigneul ,"['La statue oubliée USD 100,000 63 ¾ x 51 1/8 in. (161.9 x 129.9 cm.)|']",,
Jean-Pierre Cassigneul ,"['Dans le pré USD 62,500 31 7/8 x 23 5/8 in. (81 x 60 cm.)|', 'La statue oubliée USD 100,000 63 ¾ x 51 1/8 in. (161.9 x 129.9 cm.)|', 'Femme en vert USD 106,250 36 1/8 x 28 5/8 in. (91.7 x 72.7 cm.)|', 'Le vase de tulipes USD 21,250 31 7/8 x 25 ¾ in. (81 x 65.4 cm.)|']",,
Joan Miró ,Average Value: 396500.0,Average Value:63453.950000000004,-83.99648171500631
Joan Miró ,Similar Objects,Similar Objects,
Joan Miró ,"['Femme USD 396,500 Height: 23 5/8 in. (60 cm.)|']","['Plaque double face GBP 87,500 Height: 6 3/8 in. (16 cm.)|']",
Jules Pascin ,Average Value: 50000.0,Average Value:16316.730000000001,-67.36653999999999
Jules Pascin ,Similar Objects,Similar Objects,
Jules Pascin ,"['Jeune fille pensive USD 50,000 32 1/8 x 25 7/8 in. (81.5 x 65 cm.)|', 'Rebecca couchée USD 55,000 28 ¾ x 36 ¼ in. (73 x 92.3 cm.)|']","['Femme sur un fauteuil (Geneviève) GBP 22,500 28 1/4 x 23 5/8 in. (72 x 59.5 cm.)|']",
Jules Pascin ,"['Fillette au chat (Portrait de Ruth Wood-Gaylor) USD 47,500 24 ¼ x 20 1/8 in. (61.3 x 51.1 cm.)|', 'Hermine au fume-cigarette USD 47,500 20 3/8 x 16 7/8 in. (51.7 x 43 cm.)|', 'Rebecca couchée USD 55,000 28 ¾ x 36 ¼ in. (73 x 92.3 cm.)|', 'Jeune fille pensive USD 50,000 32 1/8 x 25 7/8 in. (81.5 x 65 cm.)|']",,
Jules Pascin ,"['Hermine au fume-cigarette USD 47,500 20 3/8 x 16 7/8 in. (51.7 x 43 cm.)|', 'Fillette au chat (Portrait de Ruth Wood-Gaylor) USD 47,500 24 ¼ x 20 1/8 in. (61.3 x 51.1 cm.)|', 'Jeune fille pensive USD 50,000 32 1/8 x 25 7/8 in. (81.5 x 65 cm.)|', 'Rebecca couchée USD 55,000 28 ¾ x 36 ¼ in. (73 x 92.3 cm.)|']",,
Jules Pascin ,"['Rebecca couchée USD 55,000 28 ¾ x 36 ¼ in. (73 x 92.3 cm.)|', 'Jeune fille pensive USD 50,000 32 1/8 x 25 7/8 in. (81.5 x 65 cm.)|']",,
Louis Valtat ,Average Value: 23750.0,Average Value:21755.640000000003,-8.397305263157882
Louis Valtat ,Similar Objects,Similar Objects,
Louis Valtat ,"[""Vase à l'oiseau, crocus et tulipes USD 23,750 16 1/8 x 11 1/8 in. (41 x 28.2 cm.)|""]","['Fleurs dans un vase GBP 30,000 25 3/4 x 19 3/4 in. (65.3 x 50.2 cm.)|']",
Léonard Tsuguharu Foujita ,Average Value: 227321.42857142858,Average Value:117843.05,-48.16016653574234
Léonard Tsuguharu Foujita ,Similar Objects,Similar Objects,
Léonard Tsuguharu Foujita ,"['Jeune fille sur le toit de Paris USD 150,000 7 ½ x 5 ½ in. (18 x 14.3 cm.)|', 'La fillette au ciel bleu USD 137,500 9 ½ x 7 ½ in. (24.2 x 19.1 cm.)|', 'Le Médaillon USD 106,250 9 7/8 x 7 7/8 in. (25.2 x 20 cm.)|', 'Les deux amies USD 372,500 23 ¾ x 21 ½ in. (60.3 x 54.6 cm.)|', 'Jeune fille épluchant des pommes de terre USD 300,000 13 ¾ x 10 ¾ in. (35 x 27.4 cm.)|', 'Jeune fille avec ses chats USD 250,000 13 ¾ x 10 5/8 in. (35 x 27 cm.)|', 'Fleurs et papillons USD 275,000 18 1/8 x 25 ½ in. (46.2 x 65 cm.)|']","['Acrobate en équilibre sur une main GBP 162,500 63 1/8 x 27 1/2 in. (160.5 x 70 cm.)|']",
Léonard Tsuguharu Foujita ,"['Jeune fille épluchant des pommes de terre USD 300,000 13 ¾ x 10 ¾ in. (35 x 27.4 cm.)|', 'La fillette au ciel bleu USD 137,500 9 ½ x 7 ½ in. (24.2 x 19.1 cm.)|', 'Jeune fille avec ses chats USD 250,000 13 ¾ x 10 5/8 in. (35 x 27 cm.)|', 'Fleurs et papillons USD 275,000 18 1/8 x 25 ½ in. (46.2 x 65 cm.)|', 'Les deux amies USD 372,500 23 ¾ x 21 ½ in. (60.3 x 54.6 cm.)|', 'Le Médaillon USD 106,250 9 7/8 x 7 7/8 in. (25.2 x 20 cm.)|']",,
Léonard Tsuguharu Foujita ,"['Fleurs et papillons USD 275,000 18 1/8 x 25 ½ in. (46.2 x 65 cm.)|', 'Les deux amies USD 372,500 23 ¾ x 21 ½ in. (60.3 x 54.6 cm.)|']",,
Léonard Tsuguharu Foujita ,"['La fillette au ciel bleu USD 137,500 9 ½ x 7 ½ in. (24.2 x 19.1 cm.)|', 'Jeune fille sur le toit de Paris USD 150,000 7 ½ x 5 ½ in. (18 x 14.3 cm.)|', 'Jeune fille avec ses chats USD 250,000 13 ¾ x 10 5/8 in. (35 x 27 cm.)|', 'Fleurs et papillons USD 275,000 18 1/8 x 25 ½ in. (46.2 x 65 cm.)|', 'Les deux amies USD 372,500 23 ¾ x 21 ½ in. (60.3 x 54.6 cm.)|', 'Jeune fille épluchant des pommes de terre USD 300,000 13 ¾ x 10 ¾ in. (35 x 27.4 cm.)|', 'Le Médaillon USD 106,250 9 7/8 x 7 7/8 in. (25.2 x 20 cm.)|']",,
Léonard Tsuguharu Foujita ,"['Le Médaillon USD 106,250 9 7/8 x 7 7/8 in. (25.2 x 20 cm.)|', 'Jeune fille sur le toit de Paris USD 150,000 7 ½ x 5 ½ in. (18 x 14.3 cm.)|', 'Jeune fille épluchant des pommes de terre USD 300,000 13 ¾ x 10 ¾ in. (35 x 27.4 cm.)|', 'Les deux amies USD 372,500 23 ¾ x 21 ½ in. (60.3 x 54.6 cm.)|', 'Fleurs et papillons USD 275,000 18 1/8 x 25 ½ in. (46.2 x 65 cm.)|', 'Jeune fille avec ses chats USD 250,000 13 ¾ x 10 5/8 in. (35 x 27 cm.)|', 'La fillette au ciel bleu USD 137,500 9 ½ x 7 ½ in. (24.2 x 19.1 cm.)|']",,
Léonard Tsuguharu Foujita ,"['Les deux amies USD 372,500 23 ¾ x 21 ½ in. (60.3 x 54.6 cm.)|', 'Fleurs et papillons USD 275,000 18 1/8 x 25 ½ in. (46.2 x 65 cm.)|']",,
Léonard Tsuguharu Foujita ,"['Jeune fille avec ses chats USD 250,000 13 ¾ x 10 5/8 in. (35 x 27 cm.)|', 'Fleurs et papillons USD 275,000 18 1/8 x 25 ½ in. (46.2 x 65 cm.)|', 'La fillette au ciel bleu USD 137,500 9 ½ x 7 ½ in. (24.2 x 19.1 cm.)|', 'Le Médaillon USD 106,250 9 7/8 x 7 7/8 in. (25.2 x 20 cm.)|', 'Les deux amies USD 372,500 23 ¾ x 21 ½ in. (60.3 x 54.6 cm.)|', 'Jeune fille épluchant des pommes de terre USD 300,000 13 ¾ x 10 ¾ in. (35 x 27.4 cm.)|']",,
Marie Laurencin ,Average Value: 56250.0,Average Value:906.485,-98.38847111111112
Marie Laurencin ,Similar Objects,Similar Objects,
Marie Laurencin ,"['Tête de femme USD 56,250 13 x 16 1/8 in. (33 x 41 cm.)|']","['La dompteuse GBP 1,250 7 1/2 x 9 1/2 in. (19 x 24 cm.)|']",
Maurice Denis ,Average Value: 158416.66666666666,Average Value:371840.14700000006,134.72287027880068
Maurice Denis ,Similar Objects,Similar Objects,
Maurice Denis ,"['La dune rose USD 60,000 15 x 18 ½ in. (38 x 46.2 cm.)|', 'La Pécheresse USD 396,500 21 ¾ x 27 3/8 in. (55.3 x 69.5 cm.)|', 'Acis et Galatée USD 18,750 19 7/8 x 14 ¾ in. (50.5 x 37.5 cm.)|']","['Maternité à la pomme GBP 512,750 27 1/4 x 20 in. (69.2 x 51 cm.)|']",
Maurice Denis ,"['La Pécheresse USD 396,500 21 ¾ x 27 3/8 in. (55.3 x 69.5 cm.)|', 'Acis et Galatée USD 18,750 19 7/8 x 14 ¾ in. (50.5 x 37.5 cm.)|']",,
Maurice Denis ,"['Acis et Galatée USD 18,750 19 7/8 x 14 ¾ in. (50.5 x 37.5 cm.)|', 'La Pécheresse USD 396,500 21 ¾ x 27 3/8 in. (55.3 x 69.5 cm.)|', 'La dune rose USD 60,000 15 x 18 ½ in. (38 x 46.2 cm.)|']",,
Maurice Utrillo ,Average Value: 81250.0,Average Value:63453.950000000004,-21.902830769230764
Maurice Utrillo ,Similar Objects,Similar Objects,
Maurice Utrillo ,"['Rue Saint-Rustique à Montmartre USD 81,250 18 1/8 x 14 7/8 in. (46 x 37.7 cm.)|']","[""Eglise Sainte-Marie, I'lle de Ré (Charente-inférieure) GBP 75,000 25 5/8 x 19 3/4 in. (65 x 50.2 cm.)|"", ""Rue d'Auteuil GBP 100,000 22 7/8 x 32 in. (58 x 81.5 cm.)|""]",
Maurice Utrillo ,,"[""Rue d'Auteuil GBP 100,000 22 7/8 x 32 in. (58 x 81.5 cm.)|"", ""Eglise Sainte-Marie, I'lle de Ré (Charente-inférieure) GBP 75,000 25 5/8 x 19 3/4 in. (65 x 50.2 cm.)|""]",
Maurice de Vlaminck ,Average Value: 74062.5,Average Value:53281.17388888889,-28.059174496015004
Maurice de Vlaminck ,Similar Objects,Similar Objects,
Maurice de Vlaminck ,"['Paysage USD 87,500 21 ½ x 28 ¾ in. (54.5 x 73 cm.)|', 'Eglise sous la neige USD 87,500 18 3/8 x 21 ¾ in. (46.5 x 55.1 cm.)|', 'Village au bord de la rivière USD 100,000 21 ¼ x 25 5/8 in. (54 x 65.1 cm.)|', 'Nature morte aux fruits USD 21,250 21 5/8 x 18 1/8 in. (55 x 46 cm.)|']","['Les meules près de la chaumière GBP 81,250 23 1/2 x 28 3/4 in. (59.7 x 73 cm.)|', 'Dégel en forêt GBP 68,750 23 5/8 x 28 3/4 in. (60 x 73 cm.)|', 'La ferme GBP 47,500 21 1/4 x 25 5/8 in. (54 x 65 cm.)|', 'Environs de Bourth GBP 87,500 23 3/4 x 28 5/8 in. (60.4 x 73 cm.)|', 'La barque de pêche GBP 87,500 25 3/4 x 36 1/4 in. (65.3 x 92 cm.)|', 'Paysage de neige GBP 93,750 21 1/4 x 25 5/8 in. (54 x 65 cm.)|', 'La Rivière GBP 137,500 25 5/8 x 31 7/8 in. (65.1 x 81 cm.)|']",
Maurice de Vlaminck ,"['Eglise sous la neige USD 87,500 18 3/8 x 21 ¾ in. (46.5 x 55.1 cm.)|', 'Village au bord de la rivière USD 100,000 21 ¼ x 25 5/8 in. (54 x 65.1 cm.)|', 'Nature morte aux fruits USD 21,250 21 5/8 x 18 1/8 in. (55 x 46 cm.)|', 'Paysage USD 87,500 21 ½ x 28 ¾ in. (54.5 x 73 cm.)|']","['La barque de pêche GBP 87,500 25 3/4 x 36 1/4 in. (65.3 x 92 cm.)|', 'La Rivière GBP 137,500 25 5/8 x 31 7/8 in. (65.1 x 81 cm.)|', 'Les meules près de la chaumière GBP 81,250 23 1/2 x 28 3/4 in. (59.7 x 73 cm.)|', 'Environs de Bourth GBP 87,500 23 3/4 x 28 5/8 in. (60.4 x 73 cm.)|', 'Dégel en forêt GBP 68,750 23 5/8 x 28 3/4 in. (60 x 73 cm.)|']",
Maurice de Vlaminck ,"['Village au bord de la rivière USD 100,000 21 ¼ x 25 5/8 in. (54 x 65.1 cm.)|', 'Eglise sous la neige USD 87,500 18 3/8 x 21 ¾ in. (46.5 x 55.1 cm.)|', 'Paysage USD 87,500 21 ½ x 28 ¾ in. (54.5 x 73 cm.)|', 'Nature morte aux fruits USD 21,250 21 5/8 x 18 1/8 in. (55 x 46 cm.)|']","['La Rivière GBP 137,500 25 5/8 x 31 7/8 in. (65.1 x 81 cm.)|', 'Environs de Bourth GBP 87,500 23 3/4 x 28 5/8 in. (60.4 x 73 cm.)|', 'La barque de pêche GBP 87,500 25 3/4 x 36 1/4 in. (65.3 x 92 cm.)|', 'Dégel en forêt GBP 68,750 23 5/8 x 28 3/4 in. (60 x 73 cm.)|', 'Les meules près de la chaumière GBP 81,250 23 1/2 x 28 3/4 in. (59.7 x 73 cm.)|']",
Maurice de Vlaminck ,"['Nature morte aux fruits USD 21,250 21 5/8 x 18 1/8 in. (55 x 46 cm.)|', 'Village au bord de la rivière USD 100,000 21 ¼ x 25 5/8 in. (54 x 65.1 cm.)|', 'Paysage USD 87,500 21 ½ x 28 ¾ in. (54.5 x 73 cm.)|', 'Eglise sous la neige USD 87,500 18 3/8 x 21 ¾ in. (46.5 x 55.1 cm.)|']","['Vase de fleurs GBP 27,500 18 1/8 x 13 in. (46 x 33 cm.)|', 'Les meules près de la chaumière GBP 81,250 23 1/2 x 28 3/4 in. (59.7 x 73 cm.)|', 'Dégel en forêt GBP 68,750 23 5/8 x 28 3/4 in. (60 x 73 cm.)|', 'Paysage de neige GBP 93,750 21 1/4 x 25 5/8 in. (54 x 65 cm.)|', 'La Rivière GBP 137,500 25 5/8 x 31 7/8 in. (65.1 x 81 cm.)|', 'Rue de Village GBP 30,000 9 1/2 x 13 in. (24 x 33 cm.)|', 'La barque de pêche GBP 87,500 25 3/4 x 36 1/4 in. (65.3 x 92 cm.)|', 'Environs de Bourth GBP 87,500 23 3/4 x 28 5/8 in. (60.4 x 73 cm.)|', 'La ferme GBP 47,500 21 1/4 x 25 5/8 in. (54 x 65 cm.)|']",
Maurice de Vlaminck ,,"['La ferme GBP 47,500 21 1/4 x 25 5/8 in. (54 x 65 cm.)|', 'Dégel en forêt GBP 68,750 23 5/8 x 28 3/4 in. (60 x 73 cm.)|', 'Environs de Bourth GBP 87,500 23 3/4 x 28 5/8 in. (60.4 x 73 cm.)|', 'Les meules près de la chaumière GBP 81,250 23 1/2 x 28 3/4 in. (59.7 x 73 cm.)|', 'La barque de pêche GBP 87,500 25 3/4 x 36 1/4 in. (65.3 x 92 cm.)|', 'La Rivière GBP 137,500 25 5/8 x 31 7/8 in. (65.1 x 81 cm.)|', 'Paysage de neige GBP 93,750 21 1/4 x 25 5/8 in. (54 x 65 cm.)|', 'Vase de fleurs GBP 27,500 18 1/8 x 13 in. (46 x 33 cm.)|']",
Maurice de Vlaminck ,,"['Rue de Village GBP 30,000 9 1/2 x 13 in. (24 x 33 cm.)|', 'Paysage de neige GBP 93,750 21 1/4 x 25 5/8 in. (54 x 65 cm.)|', 'La barque de pêche GBP 87,500 25 3/4 x 36 1/4 in. (65.3 x 92 cm.)|', 'Environs de Bourth GBP 87,500 23 3/4 x 28 5/8 in. (60.4 x 73 cm.)|', 'Les meules près de la chaumière GBP 81,250 23 1/2 x 28 3/4 in. (59.7 x 73 cm.)|', 'La ferme GBP 47,500 21 1/4 x 25 5/8 in. (54 x 65 cm.)|', 'La Rivière GBP 137,500 25 5/8 x 31 7/8 in. (65.1 x 81 cm.)|', 'Vase de fleurs GBP 27,500 18 1/8 x 13 in. (46 x 33 cm.)|', 'Dégel en forêt GBP 68,750 23 5/8 x 28 3/4 in. (60 x 73 cm.)|']",
Maurice de Vlaminck ,,"['Paysage de neige GBP 93,750 21 1/4 x 25 5/8 in. (54 x 65 cm.)|', 'La Rivière GBP 137,500 25 5/8 x 31 7/8 in. (65.1 x 81 cm.)|', 'Dégel en forêt GBP 68,750 23 5/8 x 28 3/4 in. (60 x 73 cm.)|', 'Vase de fleurs GBP 27,500 18 1/8 x 13 in. (46 x 33 cm.)|', 'La ferme GBP 47,500 21 1/4 x 25 5/8 in. (54 x 65 cm.)|', 'Les meules près de la chaumière GBP 81,250 23 1/2 x 28 3/4 in. (59.7 x 73 cm.)|', 'Environs de Bourth GBP 87,500 23 3/4 x 28 5/8 in. (60.4 x 73 cm.)|', 'La barque de pêche GBP 87,500 25 3/4 x 36 1/4 in. (65.3 x 92 cm.)|']",
Maurice de Vlaminck ,,"['Dégel en forêt GBP 68,750 23 5/8 x 28 3/4 in. (60 x 73 cm.)|', 'La Rivière GBP 137,500 25 5/8 x 31 7/8 in. (65.1 x 81 cm.)|', 'Paysage de neige GBP 93,750 21 1/4 x 25 5/8 in. (54 x 65 cm.)|', 'La barque de pêche GBP 87,500 25 3/4 x 36 1/4 in. (65.3 x 92 cm.)|', 'Environs de Bourth GBP 87,500 23 3/4 x 28 5/8 in. (60.4 x 73 cm.)|', 'Les meules près de la chaumière GBP 81,250 23 1/2 x 28 3/4 in. (59.7 x 73 cm.)|', 'La ferme GBP 47,500 21 1/4 x 25 5/8 in. (54 x 65 cm.)|']",
Maurice de Vlaminck ,,"['Environs de Bourth GBP 87,500 23 3/4 x 28 5/8 in. (60.4 x 73 cm.)|', 'Les meules près de la chaumière GBP 81,250 23 1/2 x 28 3/4 in. (59.7 x 73 cm.)|', 'La barque de pêche GBP 87,500 25 3/4 x 36 1/4 in. (65.3 x 92 cm.)|', 'Paysage de neige GBP 93,750 21 1/4 x 25 5/8 in. (54 x 65 cm.)|', 'La Rivière GBP 137,500 25 5/8 x 31 7/8 in. (65.1 x 81 cm.)|', 'Dégel en forêt GBP 68,750 23 5/8 x 28 3/4 in. (60 x 73 cm.)|', 'La ferme GBP 47,500 21 1/4 x 25 5/8 in. (54 x 65 cm.)|']",
Max Ernst ,Average Value: 57500.0,Average Value:90648.5,57.649565217391306
Max Ernst ,Similar Objects,Similar Objects,
Max Ernst ,"['Ohne titel USD 81,250 6 7/8 x 10 in. (17.5 x 25.4 cm.)|', 'Ohne titel USD 75,000 3 ¾ x 13 ½ in. (9.4 x 34.3 cm.)|']","['Gracieux et subtil or Eclosion GBP 125,000 10 1/8 x 12 1/8 in. (25.6 x 30.7 cm.)|']",
Max Ernst ,"['Ohne titel USD 75,000 3 ¾ x 13 ½ in. (9.4 x 34.3 cm.)|', 'Ohne titel USD 81,250 6 7/8 x 10 in. (17.5 x 25.4 cm.)|']",,
Maximilien Luce ,Average Value: 194583.33333333334,Average Value:45324.25,-76.70702355460385
Maximilien Luce ,Similar Objects,Similar Objects,
Maximilien Luce ,"['La baignade à Bessy USD 6,875 16 ½ x 13 1/8 in. (41.3 x 33.4 cm.)|', 'Eragny, Les Meules USD 72,500 13 ½ x 20 in. (34.3 x 50.8 cm.)|', 'Le Pont des Arts USD 8,125 14 7/8 x 18 1/8 in. (37.8 x 46 cm.)|', 'Bateaux dans le port de Rotterdam USD 62,500 23 5/8 x 28 7/8 in. (60.1 x 73.2 cm.)|', 'Une Cuisine USD 1,002,500 25 5/8 x 21 ¼ in. (65.1 x 54 cm.)|', 'Péniches sur la Seine USD 15,000 19 3/8 x 25 5/8 in. (49.3 x 65.1 cm.)|']","['Rouen, le port GBP 62,500 32 x 39 1/2 in. (81.3 x 100.3 cm.)|']",
Maximilien Luce ,"['Une Cuisine USD 1,002,500 25 5/8 x 21 ¼ in. (65.1 x 54 cm.)|', 'Eragny, Les Meules USD 72,500 13 ½ x 20 in. (34.3 x 50.8 cm.)|', 'Péniches sur la Seine USD 15,000 19 3/8 x 25 5/8 in. (49.3 x 65.1 cm.)|', 'Bateaux dans le port de Rotterdam USD 62,500 23 5/8 x 28 7/8 in. (60.1 x 73.2 cm.)|', 'Le Pont des Arts USD 8,125 14 7/8 x 18 1/8 in. (37.8 x 46 cm.)|']",,
Maximilien Luce ,"['Péniches sur la Seine USD 15,000 19 3/8 x 25 5/8 in. (49.3 x 65.1 cm.)|', 'Une Cuisine USD 1,002,500 25 5/8 x 21 ¼ in. (65.1 x 54 cm.)|', 'Bateaux dans le port de Rotterdam USD 62,500 23 5/8 x 28 7/8 in. (60.1 x 73.2 cm.)|', 'La baignade à Bessy USD 6,875 16 ½ x 13 1/8 in. (41.3 x 33.4 cm.)|']",,
Maximilien Luce ,"['Eragny, Les Meules USD 72,500 13 ½ x 20 in. (34.3 x 50.8 cm.)|', 'La baignade à Bessy USD 6,875 16 ½ x 13 1/8 in. (41.3 x 33.4 cm.)|', 'Péniches sur la Seine USD 15,000 19 3/8 x 25 5/8 in. (49.3 x 65.1 cm.)|', 'Bateaux dans le port de Rotterdam USD 62,500 23 5/8 x 28 7/8 in. (60.1 x 73.2 cm.)|', 'Une Cuisine USD 1,002,500 25 5/8 x 21 ¼ in. (65.1 x 54 cm.)|', 'Le Pont des Arts USD 8,125 14 7/8 x 18 1/8 in. (37.8 x 46 cm.)|']",,
Maximilien Luce ,"['Le Pont des Arts USD 8,125 14 7/8 x 18 1/8 in. (37.8 x 46 cm.)|', 'La baignade à Bessy USD 6,875 16 ½ x 13 1/8 in. (41.3 x 33.4 cm.)|', 'Une Cuisine USD 1,002,500 25 5/8 x 21 ¼ in. (65.1 x 54 cm.)|', 'Bateaux dans le port de Rotterdam USD 62,500 23 5/8 x 28 7/8 in. (60.1 x 73.2 cm.)|', 'Péniches sur la Seine USD 15,000 19 3/8 x 25 5/8 in. (49.3 x 65.1 cm.)|', 'Eragny, Les Meules USD 72,500 13 ½ x 20 in. (34.3 x 50.8 cm.)|']",,
Maximilien Luce ,"['Bateaux dans le port de Rotterdam USD 62,500 23 5/8 x 28 7/8 in. (60.1 x 73.2 cm.)|', 'Une Cuisine USD 1,002,500 25 5/8 x 21 ¼ in. (65.1 x 54 cm.)|', 'Péniches sur la Seine USD 15,000 19 3/8 x 25 5/8 in. (49.3 x 65.1 cm.)|']",,
